Iteration,All with BEV100,LFLM with BEV100,All with BEV250
7550,21.96,56.96,69.38
7551,31.96,66.96,76.37
7552,17.06,52.06,65.95
7553,33.74,68.74,77.62
7554,45.44,71.46,87.58
7555,45.66,80.66,85.96
7556,52.56,84.80,92.92
7557,19.93,54.93,67.95
7558,51.29,82.41,91.97
7559,32.07,67.07,76.45
7560,43.70,68.19,86.28
7561,49.38,78.83,90.53
7562,57.79,94.61,96.84
7563,26.02,61.02,72.21
7564,48.74,77.63,90.05
7565,47.09,82.09,86.96
7566,34.94,69.94,78.46
7567,45.70,80.70,85.99
7568,16.48,51.48,65.54
7569,42.67,77.67,83.87
7570,52.49,84.66,92.87
7571,31.37,66.37,75.96
7572,52.37,84.43,92.77
7573,49.70,84.70,88.79
7574,31.76,66.76,76.23
7575,31.71,66.71,76.20
7576,46.85,74.10,88.64
7577,41.52,64.11,84.64
7578,49.14,78.39,90.36
7579,14.69,49.69,64.29
7580,30.23,65.23,75.16
7581,51.50,82.81,92.12
7582,22.26,57.26,69.58
7583,48.70,77.56,90.02
7584,66.23,70.85,81.88
7585,19.93,54.93,67.95
7586,33.10,68.10,77.17
7587,34.79,69.79,78.35
7588,55.76,90.81,95.32
7589,52.71,85.08,93.03
7590,49.05,78.23,90.29
7591,33.04,68.04,77.13
7592,65.25,70.85,81.88
7593,30.87,44.14,76.65
7594,48.69,77.54,90.02
7595,66.39,70.85,81.88
7596,24.10,59.10,70.87
7597,62.12,70.85,81.88
7598,53.78,87.09,93.84
7599,41.02,63.16,84.26
7600,37.51,56.59,81.63
7601,45.82,72.16,87.86
7602,29.64,64.64,74.75
7603,46.57,73.58,88.43
7604,21.33,56.33,68.93
7605,52.46,84.62,92.85
7606,46.17,72.81,88.13
7607,19.97,54.97,67.98
7608,26.05,61.05,72.23
7609,48.15,76.54,89.62
7610,55.04,89.46,94.78
7611,37.46,72.46,80.22
7612,42.45,77.45,83.71
7613,31.92,66.92,76.35
7614,54.66,88.74,94.49
7615,53.97,87.45,93.98
7616,30.39,65.39,75.27
7617,50.84,81.57,91.63
7618,19.48,54.48,67.64
7619,57.43,93.92,96.57
7620,24.02,59.02,70.81
7621,44.28,69.28,86.71
7622,57.55,94.16,96.66
7623,32.23,67.23,76.56
7624,22.61,57.61,69.82
7625,58.32,95.60,97.24
7626,65.51,70.85,81.88
7627,53.83,87.18,93.87
7628,29.16,64.16,74.41
7629,17.33,52.33,66.13
7630,56.89,92.92,96.17
7631,43.20,78.20,84.24
7632,53.75,87.03,93.81
7633,10.04,45.04,61.03
7634,18.23,53.23,66.76
7635,46.63,73.69,88.48
7636,27.26,62.26,73.08
7637,29.50,64.50,74.65
7638,35.25,52.35,79.94
7639,27.81,62.81,73.46
7640,27.98,62.98,73.59
7641,28.02,38.79,74.52
7642,55.76,90.80,95.32
7643,27.60,62.60,73.32
7644,53.37,86.33,93.53
7645,38.62,58.66,82.46
7646,31.93,66.93,76.35
7647,40.21,75.21,82.15
7648,15.93,50.93,65.15
7649,23.71,58.71,70.60
7650,31.38,66.38,75.96
7651,39.15,74.15,81.40
7652,52.37,84.44,92.78
7653,14.57,49.57,64.20
7654,30.47,65.47,75.33
7655,25.69,60.69,71.99
7656,21.14,56.14,68.79
7657,50.80,81.49,91.60
7658,30.26,65.26,75.18
7659,45.65,71.85,87.74
7660,53.09,85.80,93.32
7661,29.12,64.12,74.38
7662,48.80,77.74,90.10
7663,48.27,76.75,89.70
7664,32.95,67.95,77.06
7665,38.81,73.81,81.17
7666,65.02,70.85,81.88
7667,54.29,89.29,92.00
7668,50.05,80.10,91.04
7669,55.66,90.60,95.24
7670,25.98,60.98,72.19
7671,27.29,62.29,73.10
7672,37.56,56.68,81.67
7673,54.47,88.37,94.35
7674,48.96,78.06,90.22
7675,16.43,51.43,65.50
7676,31.31,66.31,75.91
7677,62.56,70.85,81.88
7678,54.67,88.77,94.51
7679,26.46,61.46,72.52
7680,39.10,59.57,82.83
7681,50.80,81.50,91.60
7682,30.62,65.62,75.43
7683,34.20,69.20,77.94
7684,49.40,84.40,88.58
7685,32.57,67.57,76.80
7686,32.63,67.63,76.84
7687,44.17,69.06,86.63
7688,25.53,60.53,71.87
7689,60.60,99.87,81.88
7690,48.28,76.77,89.71
7691,34.34,69.34,78.04
7692,24.92,59.92,71.44
7693,44.03,68.80,86.52
7694,34.48,69.48,78.13
7695,16.75,51.75,65.72
7696,20.81,55.81,68.56
7697,51.16,82.18,91.87
7698,45.97,72.44,87.98
7699,28.92,63.92,74.24
7700,46.70,81.70,86.69
7701,20.93,55.93,68.65
7702,58.97,96.83,97.73
7703,42.25,65.46,85.18
7704,26.71,61.71,72.70
7705,23.45,58.45,70.41
7706,46.64,73.71,88.48
7707,67.80,70.85,81.88
7708,27.78,62.78,73.44
7709,38.02,73.02,80.61
7710,31.20,66.20,75.84
7711,56.32,91.85,95.74
7712,49.45,78.97,90.59
7713,18.93,53.93,67.25
7714,50.44,80.83,91.33
7715,52.68,85.02,93.01
7716,54.47,88.38,94.35
7717,31.96,66.96,76.37
7718,40.95,75.95,82.66
7719,30.87,65.87,75.61
7720,36.10,71.10,79.27
7721,40.18,61.58,83.63
7722,36.86,71.86,79.80
7723,43.79,78.79,84.65
7724,52.67,85.01,93.01
7725,51.71,83.20,92.28
7726,29.03,64.03,74.32
7727,27.00,62.00,72.90
7728,6.56,41.56,58.59
7729,30.52,65.52,75.36
7730,4.36,39.36,57.05
7731,43.55,67.91,86.16
7732,42.64,77.64,83.85
7733,30.24,65.24,75.17
7734,50.02,80.05,91.02
7735,28.37,63.37,73.86
7736,30.16,42.80,76.12
7737,44.10,68.94,86.57
7738,37.64,72.64,80.35
7739,50.82,81.54,91.61
7740,42.96,77.96,84.07
7741,13.17,48.17,63.22
7742,29.33,41.24,75.50
7743,17.06,52.06,65.94
7744,53.77,87.06,93.83
7745,60.21,99.15,81.88
7746,59.53,97.87,81.88
7747,27.54,62.54,73.28
7748,45.57,71.69,87.68
7749,58.83,96.56,97.62
7750,60.74,70.85,81.88
7751,54.83,89.06,94.62
7752,42.27,65.51,85.20
7753,48.67,77.51,90.00
7754,52.89,85.43,93.17
7755,38.86,59.12,82.65
7756,48.39,76.98,89.79
7757,44.17,69.07,86.63
7758,40.48,75.48,82.33
7759,15.94,50.94,65.16
7760,25.12,60.12,71.58
7761,22.34,57.34,69.64
7762,37.82,57.16,81.86
7763,54.15,87.77,94.11
7764,46.05,72.59,88.04
7765,47.19,74.73,88.89
7766,60.96,70.85,81.88
7767,41.23,63.56,84.42
7768,56.63,92.43,95.97
7769,38.06,57.62,82.05
7770,51.70,83.18,92.27
7771,44.14,69.02,86.61
7772,50.29,80.54,91.21
7773,38.05,73.05,80.64
7774,66.75,70.85,81.88
7775,56.15,91.52,95.61
7776,40.14,61.51,83.60
7777,33.92,68.92,77.75
7778,48.44,77.07,89.83
7779,35.67,70.67,78.97
7780,35.98,70.98,79.19
7781,47.77,75.82,89.33
7782,24.26,59.26,70.98
7783,58.11,95.20,97.08
7784,24.66,59.66,71.26
7785,24.82,59.82,71.37
7786,29.14,64.14,74.40
7787,50.82,81.54,91.61
7788,49.19,78.48,90.39
7789,47.69,75.67,89.27
7790,18.29,53.29,66.81
7791,30.95,65.95,75.66
7792,42.68,66.27,85.51
7793,55.24,89.83,94.93
7794,30.86,65.86,75.60
7795,26.63,61.63,72.64
7796,56.04,91.32,95.53
7797,53.63,86.80,93.72
7798,54.51,88.47,94.39
7799,29.43,64.43,74.60
7800,52.02,83.79,92.51
7801,35.62,70.62,78.93
7802,62.48,70.85,81.88
7803,22.63,57.63,69.84
7804,59.45,97.73,98.09
7805,23.74,58.74,70.62
7806,31.97,66.97,76.38
7807,46.96,81.96,86.87
7808,23.03,58.03,70.12
7809,25.42,60.42,71.80
7810,36.13,54.00,80.60
7811,39.17,74.17,81.42
7812,51.43,86.43,90.00
7813,43.83,78.83,84.68
7814,45.31,71.21,87.48
7815,22.97,57.97,70.08
7816,52.54,87.54,90.78
7817,48.08,76.41,89.56
7818,69.91,70.85,81.88
7819,15.03,50.03,64.52
7820,49.21,78.52,90.41
7821,54.69,88.80,94.52
7822,49.12,78.36,90.34
7823,57.57,94.19,96.68
7824,34.92,51.72,79.69
7825,7.75,42.75,59.42
7826,51.48,82.77,92.11
7827,34.52,69.52,78.16
7828,23.26,58.26,70.28
7829,56.33,91.87,95.75
7830,52.82,85.30,93.12
7831,46.49,73.42,88.37
7832,54.20,87.88,94.15
7833,47.24,74.83,88.93
7834,58.71,96.33,97.53
7835,50.54,81.02,91.41
7836,20.63,55.63,68.44
7837,54.10,87.69,94.08
7838,49.54,79.14,90.66
7839,56.72,92.60,96.04
7840,35.13,70.13,78.59
7841,53.09,85.80,93.32
7842,31.51,66.51,76.05
7843,45.27,71.13,87.45
7844,29.60,64.60,74.72
7845,38.52,73.52,80.96
7846,64.83,70.85,81.88
7847,28.60,63.60,74.02
7848,25.35,60.35,71.75
7849,64.37,70.85,81.88
7850,36.92,71.92,79.85
7851,43.40,67.62,86.05
7852,39.43,74.43,81.60
7853,30.95,65.95,75.67
7854,60.52,99.72,81.88
7855,46.22,72.90,88.16
7856,57.62,94.29,96.72
7857,25.82,60.82,72.07
7858,44.50,69.69,86.88
7859,49.29,78.67,90.47
7860,29.66,64.66,74.76
7861,55.28,89.91,94.96
7862,52.07,83.89,92.55
7863,58.20,95.38,97.15
7864,61.27,70.85,81.88
7865,61.88,70.85,81.88
7866,52.73,85.11,93.05
7867,33.71,68.71,77.60
7868,26.47,61.47,72.53
7869,40.81,62.76,84.11
7870,49.87,79.76,90.90
7871,54.95,89.29,94.71
7872,58.92,96.73,97.69
7873,40.05,34.96,53.97
7874,40.27,61.76,83.70
7875,29.04,64.04,74.33
7876,43.93,68.62,86.45
7877,38.01,57.52,82.01
7878,44.99,70.61,87.24
7879,49.98,79.96,90.98
7880,35.93,53.62,80.45
7881,20.93,55.93,68.65
7882,28.30,63.30,73.81
7883,49.63,79.31,90.72
7884,52.12,83.98,92.59
7885,18.42,53.42,66.89
7886,47.17,74.70,88.88
7887,29.35,64.35,74.55
7888,54.35,88.16,94.26
7889,17.11,52.11,65.98
7890,41.68,76.68,83.18
7891,39.25,74.25,81.48
7892,25.03,60.03,71.52
7893,51.33,82.50,92.00
7894,14.74,49.74,64.32
7895,32.42,67.42,76.69
7896,41.74,64.52,84.81
7897,26.18,61.18,72.33
7898,37.98,72.98,80.58
7899,32.19,67.19,76.53
7900,42.08,65.16,85.06
7901,17.73,52.73,66.41
7902,33.58,68.58,77.51
7903,43.68,78.68,84.58
7904,45.58,80.58,85.91
7905,52.53,84.74,92.90
7906,24.51,59.51,71.15
7907,47.33,75.00,89.00
7908,64.53,70.85,81.88
7909,49.52,79.09,90.64
7910,54.52,88.47,94.39
7911,46.72,73.86,88.54
7912,45.43,80.43,85.80
7913,41.19,76.19,82.83
7914,42.93,66.74,85.70
7915,24.90,59.90,71.43
7916,42.18,65.34,85.13
7917,18.76,53.76,67.13
7918,52.29,84.30,92.72
7919,22.02,57.02,69.41
7920,29.89,42.29,75.92
7921,44.56,69.79,86.92
7922,43.05,78.05,84.14
7923,49.62,79.28,90.71
7924,28.04,38.82,74.53
7925,35.31,70.31,78.72
7926,30.93,65.93,75.65
7927,42.01,65.01,85.01
7928,62.31,70.85,81.88
7929,30.40,65.40,75.28
7930,56.51,92.21,95.88
7931,21.19,56.19,68.83
7932,45.80,72.12,87.85
7933,49.37,78.82,90.53
7934,30.71,65.71,75.50
7935,30.00,65.00,75.00
7936,38.76,73.76,81.13
7937,41.95,76.95,83.36
7938,30.91,65.91,75.63
7939,46.47,81.47,86.53
7940,28.20,63.20,73.74
7941,40.81,62.76,84.11
7942,24.93,59.93,71.45
7943,57.08,93.27,96.31
7944,66.58,70.85,81.88
7945,10.41,45.41,61.28
7946,37.63,72.63,80.34
7947,35.78,70.78,79.05
7948,62.42,70.85,81.88
7949,55.43,90.17,95.07
7950,20.44,55.44,68.31
7951,37.07,55.76,81.30
7952,39.26,59.86,82.94
7953,58.20,95.38,97.15
7954,21.70,56.70,69.19
7955,33.96,68.96,77.77
7956,21.63,56.63,69.14
7957,48.59,77.36,89.94
7958,33.73,68.73,77.61
7959,55.70,90.68,95.27
7960,50.32,80.60,91.24
7961,27.63,62.63,73.34
7962,27.93,62.93,73.55
7963,59.22,97.30,97.92
7964,30.68,65.68,75.48
7965,25.19,60.19,71.63
7966,49.40,78.87,90.55
7967,50.76,85.76,89.53
7968,42.23,65.43,85.17
7969,42.66,66.24,85.49
7970,54.00,89.00,91.80
7971,47.35,75.04,89.02
7972,36.67,55.01,81.00
7973,41.59,64.23,84.69
7974,48.80,83.80,88.16
7975,55.99,91.22,95.49
7976,14.60,49.60,64.22
7977,34.71,51.33,79.53
7978,63.82,70.85,81.88
7979,54.36,88.17,94.27
7980,30.16,65.16,75.11
7981,22.04,57.04,69.42
7982,52.89,85.42,93.17
7983,61.51,70.85,81.88
7984,31.36,66.36,75.95
7985,39.05,59.47,82.79
7986,61.89,70.85,81.88
7987,22.45,57.45,69.71
7988,46.16,72.79,88.12
7989,17.35,52.35,66.15
7990,36.73,71.73,79.71
7991,44.49,69.67,86.87
7992,41.35,63.78,84.51
7993,35.63,70.63,78.94
7994,45.49,71.55,87.62
7995,42.37,65.70,85.28
7996,10.65,45.65,61.45
7997,46.54,73.51,88.41
7998,21.62,56.62,69.14
7999,41.24,63.57,84.43
8000,12.14,47.14,62.50
8001,57.61,94.27,96.71
8002,53.66,86.86,93.74
8003,15.38,50.38,64.77
8004,41.63,64.31,84.72
8005,14.56,49.56,64.19
8006,65.96,70.85,81.88
8007,35.36,52.55,80.02
8008,60.75,70.85,81.88
8009,38.15,57.79,82.12
8010,25.80,60.80,72.06
8011,48.11,83.11,87.68
8012,28.89,63.89,74.22
8013,56.10,91.44,95.58
8014,32.15,46.52,77.61
8015,23.07,58.07,70.15
8016,57.92,94.85,96.94
8017,37.64,72.64,80.35
8018,7.69,42.69,59.39
8019,33.93,68.93,77.75
8020,22.36,57.36,69.65
8021,53.81,87.14,93.86
8022,54.81,89.02,94.61
8023,56.16,91.55,95.62
8024,50.37,80.69,91.28
8025,57.88,94.78,96.91
8026,36.30,71.30,79.41
8027,25.23,60.23,71.66
8028,32.54,67.54,76.78
8029,55.15,89.66,94.87
8030,24.01,59.01,70.81
8031,49.81,79.65,90.86
8032,33.89,49.80,78.92
8033,46.41,73.27,88.31
8034,35.14,70.14,78.60
8035,27.81,62.81,73.46
8036,54.98,89.34,94.74
8037,55.04,89.45,94.78
8038,11.82,46.82,62.27
8039,38.55,73.55,80.99
8040,59.16,97.18,97.87
8041,53.39,86.36,93.54
8042,28.78,63.78,74.14
8043,42.04,65.07,85.03
8044,53.03,85.68,93.27
8045,49.69,79.41,90.77
8046,28.77,63.77,74.14
8047,54.74,88.88,94.55
8048,34.97,51.82,79.73
8049,54.66,88.74,94.50
8050,47.65,75.59,89.24
8051,39.55,74.55,81.69
8052,21.39,56.39,68.97
8053,55.94,90.94,93.16
8054,34.65,69.65,78.25
8055,41.31,76.31,82.92
8056,37.04,55.69,81.28
8057,55.10,89.57,94.83
8058,53.02,85.67,93.27
8059,35.71,53.21,80.28
8060,55.72,90.73,95.29
8061,24.59,32.36,71.94
8062,27.55,62.55,73.29
8063,32.72,67.72,76.90
8064,24.05,59.05,70.84
8065,19.66,54.66,67.77
8066,56.03,91.31,95.52
8067,38.01,73.01,80.60
8068,28.44,63.44,73.91
8069,49.46,78.99,90.59
8070,30.79,65.79,75.55
8071,34.43,69.43,78.10
8072,35.87,70.87,79.11
8073,59.51,97.84,81.88
8074,31.93,66.93,76.35
8075,37.17,72.17,80.02
8076,55.30,89.93,94.97
8077,45.79,72.11,87.84
8078,35.41,70.41,78.79
8079,29.31,64.31,74.52
8080,27.07,62.07,72.95
8081,21.73,56.73,69.21
8082,38.63,58.68,82.47
8083,56.30,91.81,95.72
8084,52.63,84.93,92.97
8085,33.49,68.49,77.44
8086,38.50,58.44,82.38
8087,52.32,84.36,92.74
8088,42.04,77.04,83.43
8089,34.57,69.57,78.20
8090,55.24,89.83,94.93
8091,37.04,72.04,79.93
8092,42.11,77.11,83.48
8093,47.90,76.06,89.42
8094,50.09,80.17,91.07
8095,46.50,73.43,88.37
8096,19.62,54.62,67.74
8097,47.17,82.17,87.02
8098,32.70,47.57,78.03
8099,44.10,68.94,86.58
8100,40.66,75.66,82.46
8101,25.29,60.29,71.70
8102,50.80,81.50,91.60
8103,49.64,79.32,90.73
8104,36.42,71.42,79.49
8105,56.24,91.69,95.68
8106,51.31,82.45,91.98
8107,63.51,70.85,81.88
8108,46.47,73.38,88.35
8109,41.00,63.12,84.25
8110,23.24,58.24,70.27
8111,41.72,64.48,84.79
8112,38.61,73.61,81.03
8113,37.03,72.03,79.92
8114,63.90,70.85,81.88
8115,15.90,50.90,65.13
8116,20.46,55.46,68.32
8117,44.78,70.20,87.08
8118,38.11,73.11,80.67
8119,55.57,90.44,95.18
8120,18.96,53.96,67.27
8121,48.87,77.89,90.15
8122,49.01,78.15,90.26
8123,38.69,73.69,81.08
8124,33.09,48.30,78.32
8125,44.81,70.27,87.11
8126,28.66,63.66,74.06
8127,69.62,70.85,81.88
8128,26.65,61.65,72.66
8129,38.29,58.04,82.21
8130,40.49,75.49,82.34
8131,30.78,65.78,75.55
8132,35.55,52.91,80.16
8133,31.99,66.99,76.39
8134,40.71,75.71,82.50
8135,29.58,64.58,74.71
8136,56.80,92.74,96.10
8137,57.54,94.14,96.66
8138,39.97,61.19,83.47
8139,57.93,94.86,96.95
8140,44.86,70.37,87.15
8141,25.45,60.45,71.81
8142,18.91,53.91,67.24
8143,25.31,60.31,71.72
8144,49.98,79.96,90.98
8145,43.37,78.37,84.36
8146,39.03,74.03,81.32
8147,69.64,70.85,81.88
8148,39.67,60.62,83.25
8149,25.58,60.58,71.91
8150,30.88,65.88,75.62
8151,21.41,56.41,68.99
8152,42.34,77.34,83.64
8153,30.32,65.32,75.22
8154,16.14,51.14,65.30
8155,51.74,83.26,92.31
8156,48.75,83.75,88.12
8157,42.90,66.68,85.67
8158,31.52,45.35,77.14
8159,32.87,67.87,77.01
8160,48.04,83.04,87.63
8161,44.67,70.01,87.00
8162,27.93,62.93,73.55
8163,32.26,67.26,76.58
8164,25.92,60.92,72.14
8165,35.58,70.58,78.91
8166,40.53,75.53,82.37
8167,50.51,80.96,91.39
8168,52.04,83.83,92.53
8169,27.98,62.98,73.58
8170,40.50,62.19,83.88
8171,50.65,81.22,91.49
8172,36.51,71.51,79.55
8173,19.85,54.85,67.90
8174,36.83,71.83,79.78
8175,48.13,76.49,89.60
8176,35.52,52.85,80.14
8177,29.20,64.20,74.44
8178,15.90,50.90,65.13
8179,59.56,97.92,81.88
8180,52.85,85.35,93.14
8181,21.19,56.19,68.83
8182,11.89,46.89,62.33
8183,42.30,65.56,85.22
8184,47.82,75.91,89.36
8185,55.72,90.73,95.29
8186,39.51,74.51,81.66
8187,39.16,74.16,81.42
8188,31.55,45.40,77.16
8189,30.30,65.30,75.21
8190,47.34,75.02,89.01
8191,38.95,59.28,82.71
8192,27.92,62.92,73.54
8193,36.38,71.38,79.46
8194,58.60,96.13,97.45
8195,48.68,77.53,90.01
8196,44.07,68.89,86.56
8197,43.20,67.25,85.90
8198,43.14,67.15,85.86
8199,47.38,75.08,89.03
8200,45.27,71.13,87.45
8201,32.61,67.61,76.82
8202,41.12,63.36,84.34
8203,63.77,98.77,81.88
8204,34.00,69.00,77.80
8205,52.99,85.61,93.25
8206,50.04,85.04,89.03
8207,47.22,74.79,88.92
8208,21.33,56.33,68.93
8209,23.19,58.19,70.24
8210,38.41,73.41,80.88
8211,57.80,94.63,96.85
8212,45.51,80.51,85.86
8213,19.76,54.76,67.83
8214,33.84,68.84,77.69
8215,37.27,72.27,80.09
8216,40.05,30.49,50.85
8217,26.98,61.98,72.88
8218,57.39,93.86,96.55
8219,22.82,57.82,69.97
8220,53.66,86.85,93.74
8221,44.59,69.86,86.94
8222,43.54,67.89,86.16
8223,32.23,67.23,76.56
8224,47.73,75.75,89.30
8225,26.20,61.20,72.34
8226,28.76,63.76,74.13
8227,23.96,58.96,70.77
8228,31.55,66.55,76.08
8229,52.91,85.45,93.18
8230,51.00,81.88,91.75
8231,27.55,62.55,73.28
8232,30.82,65.82,75.57
8233,60.98,70.85,81.88
8234,30.28,65.28,75.19
8235,40.07,61.39,83.55
8236,25.81,60.81,72.07
8237,45.14,70.89,87.36
8238,19.21,54.21,67.45
8239,48.73,77.62,90.05
8240,56.18,91.60,95.64
8241,56.81,92.77,96.11
8242,55.97,91.19,95.48
8243,68.03,70.85,81.88
8244,50.59,81.11,91.44
8245,56.33,91.86,95.74
8246,51.70,83.19,92.28
8247,14.74,49.74,64.31
8248,45.08,70.77,87.31
8249,54.12,87.73,94.09
8250,40.97,75.97,82.68
8251,12.93,47.93,63.05
8252,19.07,54.07,67.35
8253,51.99,83.74,92.49
8254,53.60,86.75,93.70
8255,32.69,67.69,76.88
8256,45.65,80.65,85.95
8257,33.06,68.06,77.15
8258,31.29,66.29,75.90
8259,47.45,75.23,89.09
8260,69.96,70.85,81.88
8261,36.12,53.97,80.59
8262,55.04,89.46,94.78
8263,10.64,45.64,61.45
8264,39.21,74.21,81.45
8265,23.99,58.99,70.79
8266,37.28,72.28,80.10
8267,40.33,75.33,82.23
8268,53.08,85.77,93.31
8269,22.93,57.93,70.05
8270,34.61,69.61,78.23
8271,40.37,61.94,83.78
8272,57.86,94.74,96.90
8273,51.64,83.08,92.23
8274,49.65,79.35,90.74
8275,27.96,62.96,73.57
8276,54.72,88.84,94.54
8277,24.67,59.67,71.27
8278,38.54,58.51,82.41
8279,23.64,58.64,70.55
8280,20.62,55.62,68.43
8281,30.45,65.45,75.32
8282,9.00,44.00,60.30
8283,36.21,71.21,79.34
8284,56.03,91.03,93.22
8285,65.67,70.85,81.88
8286,50.19,80.35,91.14
8287,31.99,66.99,76.39
8288,57.31,93.70,96.48
8289,30.70,65.70,75.49
8290,50.35,80.66,91.27
8291,11.14,46.14,61.80
8292,25.09,60.09,71.56
8293,15.62,50.62,64.93
8294,34.94,69.94,78.46
8295,50.51,80.96,91.38
8296,46.02,72.54,88.02
8297,50.79,81.48,91.59
8298,25.88,60.88,72.12
8299,59.56,97.92,81.88
8300,45.16,70.93,87.37
8301,56.45,92.10,95.84
8302,7.52,42.52,59.26
8303,35.38,70.38,78.77
8304,41.55,64.15,84.66
8305,30.15,65.15,75.11
8306,27.22,62.22,73.05
8307,36.36,54.43,80.77
8308,21.01,56.01,68.71
8309,41.83,76.83,83.28
8310,60.42,99.53,81.88
8311,49.42,78.92,90.57
8312,60.23,99.17,81.88
8313,22.22,57.22,69.56
8314,41.48,64.03,84.61
8315,50.97,81.83,91.73
8316,46.49,73.41,88.36
8317,46.09,81.09,86.26
8318,33.30,68.30,77.31
8319,40.84,75.84,82.59
8320,15.38,50.38,64.76
8321,40.47,62.12,83.85
8322,58.65,96.22,97.49
8323,3.08,38.08,56.16
8324,12.60,47.60,62.82
8325,43.78,68.33,86.33
8326,34.83,69.83,78.38
8327,31.01,44.39,76.76
8328,60.87,70.85,81.88
8329,54.50,88.43,94.37
8330,52.13,83.99,92.60
8331,55.69,90.66,95.26
8332,37.07,55.76,81.31
8333,46.20,72.87,88.15
8334,13.69,48.69,63.58
8335,39.26,74.26,81.48
8336,54.01,87.51,94.00
8337,32.79,67.79,76.95
8338,11.46,46.46,62.02
8339,41.37,63.81,84.52
8340,39.90,74.90,81.93
8341,22.61,57.61,69.82
8342,35.07,52.01,79.80
8343,48.15,76.52,89.61
8344,67.22,70.85,81.88
8345,50.47,85.47,89.33
8346,49.52,79.10,90.64
8347,31.59,66.59,76.11
8348,45.72,71.97,87.79
8349,52.36,84.42,92.77
8350,55.95,91.16,95.46
8351,25.12,60.12,71.58
8352,41.05,63.22,84.29
8353,28.01,63.01,73.61
8354,52.73,85.12,93.05
8355,69.60,70.85,81.88
8356,65.31,70.85,81.88
8357,27.89,62.89,73.53
8358,54.97,89.31,94.72
8359,48.98,78.09,90.24
8360,36.51,71.51,79.56
8361,56.03,91.30,95.52
8362,27.62,62.62,73.33
8363,44.69,70.05,87.02
8364,23.58,58.58,70.51
8365,24.72,59.72,71.30
8366,35.50,70.50,78.85
8367,40.61,62.38,83.95
8368,22.13,57.13,69.49
8369,38.42,73.42,80.89
8370,43.69,78.69,84.58
8371,29.02,64.02,74.32
8372,47.05,74.47,88.79
8373,54.67,88.76,94.50
8374,42.50,77.50,83.75
8375,19.04,54.04,67.33
8376,22.09,57.09,69.46
8377,46.33,73.12,88.25
8378,51.45,82.71,92.09
8379,55.58,90.46,95.18
8380,49.05,78.23,90.29
8381,34.94,69.94,78.46
8382,49.49,79.05,90.62
8383,28.44,63.44,73.91
8384,21.08,56.08,68.76
8385,33.71,68.71,77.59
8386,62.29,70.85,81.88
8387,30.10,65.10,75.07
8388,32.19,67.19,76.54
8389,64.35,70.85,81.88
8390,48.77,77.70,90.08
8391,34.23,50.42,79.17
8392,50.01,80.01,91.01
8393,31.00,66.00,75.70
8394,44.10,68.94,86.58
8395,53.42,86.42,93.57
8396,32.93,67.93,77.05
8397,29.69,64.69,74.78
8398,45.32,71.22,87.49
8399,44.27,69.25,86.70
8400,28.35,63.35,73.84
8401,42.64,66.21,85.48
8402,41.83,64.67,84.87
8403,29.85,64.85,74.89
8404,32.88,67.88,77.01
8405,63.57,70.85,81.88
8406,26.03,61.03,72.22
8407,39.30,59.93,82.97
8408,34.64,69.64,78.25
8409,27.69,62.69,73.38
8410,58.05,95.10,97.04
8411,39.15,74.15,81.41
8412,32.41,47.01,77.81
8413,45.60,71.76,87.70
8414,25.24,60.24,71.67
8415,8.46,43.46,59.93
8416,42.10,65.19,85.08
8417,52.68,85.02,93.01
8418,4.24,39.24,56.97
8419,27.62,62.62,73.34
8420,51.55,82.91,92.16
8421,57.02,93.16,96.26
8422,27.85,62.85,73.49
8423,27.75,62.75,73.43
8424,46.85,74.10,88.64
8425,35.68,70.68,78.98
8426,46.99,81.99,86.89
8427,21.22,56.22,68.85
8428,28.49,63.49,73.94
8429,25.54,60.54,71.88
8430,41.71,64.45,84.78
8431,17.27,52.27,66.09
8432,11.36,46.36,61.95
8433,22.09,57.09,69.46
8434,40.79,62.73,84.09
8435,17.39,52.39,66.18
8436,32.65,67.65,76.85
8437,41.66,64.36,84.75
8438,40.46,75.46,82.32
8439,35.25,52.35,79.94
8440,45.51,71.58,87.63
8441,26.92,61.92,72.85
8442,47.30,82.30,87.11
8443,60.12,98.98,81.88
8444,36.49,54.66,80.87
8445,14.09,49.09,63.86
8446,42.88,66.65,85.66
8447,24.35,59.35,71.04
8448,36.63,54.92,80.97
8449,66.21,70.85,81.88
8450,39.49,74.49,81.65
8451,51.67,83.14,92.25
8452,15.03,50.03,64.52
8453,46.77,73.95,88.58
8454,27.78,62.78,73.45
8455,39.96,61.17,83.47
8456,45.82,72.16,87.86
8457,40.27,61.76,83.71
8458,34.63,51.19,79.47
8459,19.26,54.26,67.48
8460,31.44,66.44,76.01
8461,51.84,83.45,92.38
8462,37.40,72.40,80.18
8463,29.25,64.25,74.47
8464,26.54,61.54,72.58
8465,47.68,82.68,87.37
8466,33.78,68.78,77.65
8467,22.78,57.78,69.94
8468,29.93,64.93,74.95
8469,42.41,65.77,85.31
8470,21.26,56.26,68.88
8471,64.25,70.85,81.88
8472,28.56,63.56,73.99
8473,44.05,79.05,84.83
8474,22.25,57.25,69.58
8475,21.53,56.53,69.07
8476,50.22,80.41,91.16
8477,25.91,60.91,72.13
8478,60.14,99.01,81.88
8479,40.30,61.81,83.72
8480,52.18,84.09,92.64
